ticket_id,ticket,category,priority
872,Can you help? Please process my refund I need an update.,Refund,High
873,"Please help me, Can I downgrade my subscription? Please help me.",Subscription,Medium
874,I am having trouble because the application is very slow Please let me know what I need to do.,Technical Issue,High
875,I need support with this: i need to request a refund,Refund,Medium
876,I need assistance because Please provide an update on my delivery Please resolve this.,Delivery,Low
877,I am having trouble because Can I downgrade my subscription? What should I do?,Subscription,Medium
878,I need assistance because the payment page shows an error Please help me.,Payment Issue,Medium
879,I need support with this: i need to request a refund Please resolve this.,Refund,High
880,I need support with this: the website is not working Please let me know what I need to do.,Technical Issue,Medium
881,I need support with this: My shipment has not arrived yet Please let me know what I need to do.,Delivery,Medium
882,I was charged for my subscription Please help me.,Subscription,High
883,"Please help me, can you tell me the delivery status? What should I do?",Delivery,High
884,I want to track my package Please help me.,Delivery,Medium
885,I need assistance because My refund is still pending Please let me know what I need to do.,Refund,High
886,Could you please help? My payment failed while placing the order Can you check this for me?,Payment Issue,Medium
887,"Please help me, i want to cancel my subscription Please resolve this.",Subscription,Medium
888,I need assistance because The expected delivery date has passed This is urgent.,Delivery,Low
889,Can you help? I want to modify my order I need an update.,Order Issue,High
890,I need support with this: The application is very slow Can you check this for me?,Technical Issue,High
891,I need support with this: i cannot complete the checkout because of an error Please let me know what I need to do.,Technical Issue,High
892,Can you help? i received the wrong product,Order Issue,High
893,I need help with my subscription Please help me.,Subscription,Medium
894,I am having trouble because I need help with a failed payment Please let me know what I need to do.,Payment Issue,High
895,Can you help? My order contains the wrong item What should I do?,Order Issue,Medium
896,Could you please help? My shipment has not arrived yet,Delivery,Low
897,Can you help? the app stopped responding What should I do?,Technical Issue,High
898,My login is not working I need an update.,Account Issue,Low
899,I need assistance because I want to track my package Please resolve this.,Delivery,Medium
900,"Please help me, When will my order be delivered? This is urgent.",Delivery,Medium
901,Could you please help? I am unable to sign in Please help me.,Account Issue,High
902,Can i change my order before it ships? Please resolve this.,Order Issue,High
903,I need support with this: i get an error when uploading a file I need an update.,Technical Issue,Medium
904,I am having trouble because The website keeps crashing Please resolve this.,Technical Issue,High
905,"Please help me, I forgot my account credentials Can you check this for me?",Account Issue,Low
906,The item in my order is incorrect What should I do?,Order Issue,Low
907,I am contacting support because i get an error when uploading a file This is urgent.,Technical Issue,High
908,I need assistance because I cannot log into my account This is urgent.,Account Issue,High
909,I am having trouble because The application is very slow What should I do?,Technical Issue,Medium
910,Could you please help? My order contains the wrong item This is urgent.,Order Issue,Medium
911,I need support with this: the payment page shows an error I need an update.,Payment Issue,Medium
912,Please process my refund This is urgent.,Refund,Medium
913,I am contacting support because The application is very slow I need an update.,Technical Issue,High
914,I am unable to sign in Please help me.,Account Issue,High
915,I am having trouble because i cannot complete the checkout because of an error,Technical Issue,Medium
916,I need support with this: My subscription was cancelled unexpectedly I need an update.,Subscription,Low
917,Can you help? When will the refund be credited? I need an update.,Refund,High
918,I returned the product but have not received my money Please help me.,Refund,Medium
919,The application is crashing when I open it,Technical Issue,Medium
920,I am contacting support because I forgot my password What should I do?,Account Issue,High
921,I am having trouble because My subscription was cancelled unexpectedly Can you check this for me?,Subscription,High
922,Can you help? please help me recover my account Please let me know what I need to do.,Account Issue,Medium
923,Can you help? The mobile app keeps freezing This is urgent.,Technical Issue,High
924,I need assistance because My subscription was cancelled unexpectedly Please let me know what I need to do.,Subscription,Medium
925,I need assistance because my payment failed while placing the order Please help me.,Payment Issue,Medium
926,I need support with this: I need to update my order details,Order Issue,High
927,Why did my online payment fail? I need an update.,Payment Issue,Medium
928,"Please help me, my payment failed while placing the order",Payment Issue,Medium
929,Can you help? when will my order be delivered?,Delivery,Low
930,Can you help? I received the wrong product Please resolve this.,Order Issue,Low
931,I need support with this: The website is not working Please resolve this.,Technical Issue,High
932,I am contacting support because When will my order be delivered? Please resolve this.,Delivery,Medium
933,I want to cancel my subscription Please help me.,Subscription,High
934,Could you please help? I returned the product but have not received my money I need an update.,Refund,High
935,Can you help? I want to cancel my order What should I do?,Order Issue,High
936,I need support with this: the payment page shows an error Please resolve this.,Payment Issue,Medium
937,I need support with this: I want to cancel my subscription This is urgent.,Subscription,Low
938,Can you help? I need to update my order details Please let me know what I need to do.,Order Issue,High
939,"Please help me, The website is not working I need an update.",Technical Issue,High
940,I need support with this: The delivery is taking too long This is urgent.,Delivery,High
941,I need assistance because i cannot reset my password Please let me know what I need to do.,Account Issue,Medium
942,I need support with this: i cannot log into my account What should I do?,Account Issue,Medium
943,I am contacting support because The refund amount is missing from my account I need an update.,Refund,Medium
944,I am contacting support because i cannot complete the checkout because of an error I need an update.,Technical Issue,High
945,I need assistance because I need to request a refund This is urgent.,Refund,High
946,I am having trouble because i want to cancel my subscription,Subscription,High
947,"Please help me, i cannot reset my password Please let me know what I need to do.",Account Issue,Medium
948,I need support with this: I forgot my account credentials Can you check this for me?,Account Issue,Low
949,My card payment was declined I need an update.,Payment Issue,High
950,"Please help me, My order was cancelled unexpectedly Please let me know what I need to do.",Order Issue,Low
951,Could you please help? I am unable to sign in This is urgent.,Account Issue,Medium
952,"Please help me, I want to cancel my order Please let me know what I need to do.",Order Issue,Low
953,I am having trouble because The expected delivery date has passed Please let me know what I need to do.,Delivery,Low
954,I need support with this: Can I downgrade my subscription? Please let me know what I need to do.,Subscription,High
955,"Please help me, how long will my refund take? Please let me know what I need to do.",Refund,High
956,"Please help me, I am seeing an error message Please let me know what I need to do.",Technical Issue,Medium
957,I need support with this: why did my online payment fail?,Payment Issue,High
958,I need support with this: I returned the product but have not received my money This is urgent.,Refund,High
959,I need assistance because I want to cancel my subscription This is urgent.,Subscription,High
960,I need support with this: I am seeing an error message Please help me.,Technical Issue,Medium
961,I need assistance because The page is not loading What should I do?,Technical Issue,High
962,"Please help me, I was charged twice for the same order Can you check this for me?",Payment Issue,Medium
963,I have not received my refund yet What should I do?,Refund,Medium
964,Could you please help? The payment was rejected even though I have enough balance This is urgent.,Payment Issue,Medium
965,Can you help? money was deducted but my order was not confirmed Please let me know what I need to do.,Payment Issue,High
966,I am having trouble because Please process my refund Please resolve this.,Refund,Medium
967,Could you please help? My shipment has not arrived yet What should I do?,Delivery,Medium
968,My package has not arrived Can you check this for me?,Delivery,High
969,I need support with this: the payment was rejected even though i have enough balance I need an update.,Payment Issue,Medium
970,Can you help? I want to cancel my subscription Please let me know what I need to do.,Subscription,Low
971,The payment page shows an error Please let me know what I need to do.,Payment Issue,Medium
972,Can you help? Where is my order?,Delivery,High
973,I need support with this: Why was I charged for the subscription? Please help me.,Subscription,Low
974,I need support with this: The delivery is taking too long Please help me.,Delivery,Medium
975,I forgot my password Please resolve this.,Account Issue,Low
976,I am contacting support because I forgot my password This is urgent.,Account Issue,Medium
977,I am having trouble because My payment is still pending Can you check this for me?,Payment Issue,Medium
978,I am contacting support because My shipment has not arrived yet What should I do?,Delivery,High
979,I need support with this: i was charged twice for the same order,Payment Issue,Medium
980,Could you please help? I cannot log into my account This is urgent.,Account Issue,Medium
981,My order was cancelled unexpectedly What should I do?,Order Issue,Low
982,"Please help me, I am unable to sign in Can you check this for me?",Account Issue,Low
983,I am contacting support because How do I change my subscription plan? Please resolve this.,Subscription,High
984,I am contacting support because The application is very slow Please let me know what I need to do.,Technical Issue,Medium
985,I am having trouble because I have not received my refund yet Please resolve this.,Refund,Medium
986,I am contacting support because I cannot access my account,Account Issue,Low
987,I need assistance because Can you tell me the delivery status? Please help me.,Delivery,Low
988,I am having trouble because My login is not working Please let me know what I need to do.,Account Issue,High
989,How long will my refund take? What should I do?,Refund,High
990,How do i change my subscription plan?,Subscription,High
991,"Please help me, I cannot reset my password Please help me.",Account Issue,High
992,Could you please help? i forgot my account credentials I need an update.,Account Issue,High
993,I am having trouble because My payment is still pending Can you check this for me?,Payment Issue,Medium
994,I need assistance because the payment was rejected even though i have enough balance What should I do?,Payment Issue,High
995,I am having trouble because when will the refund be credited? This is urgent.,Refund,High
996,"Please help me, My payment is still pending Please resolve this.",Payment Issue,High
997,I need support with this: Can I change my order before it ships? Please let me know what I need to do.,Order Issue,Medium
998,My subscription was cancelled unexpectedly I need an update.,Subscription,Medium
999,I am having trouble because i want to cancel my order Please let me know what I need to do.,Order Issue,Low
1000,Could you please help? my subscription payment failed What should I do?,Subscription,High
1001,I need assistance because I was charged but the transaction failed,Payment Issue,High
1002,Can you help? My payment is still pending I need an update.,Payment Issue,Medium
1003,I need support with this: how long will my refund take? Please let me know what I need to do.,Refund,High
1004,I am contacting support because I need help with a failed payment This is urgent.,Payment Issue,Medium
1005,Can you help? How long will my refund take? Please let me know what I need to do.,Refund,High
1006,Could you please help? i get an error when uploading a file Please resolve this.,Technical Issue,Medium
1007,I need assistance because The application is very slow Please resolve this.,Technical Issue,Medium
1008,I need support with this: I want to cancel my order Can you check this for me?,Order Issue,High
1009,I need support with this: i returned the product but have not received my money Can you check this for me?,Refund,Medium
1010,I need support with this: Can I change my order before it ships? Can you check this for me?,Order Issue,High
1011,"Please help me, I need help with a failed payment I need an update.",Payment Issue,Medium
1012,"Please help me, The application is crashing when I open it Please let me know what I need to do.",Technical Issue,High
1013,Can you help? The product is damaged and I want a refund,Refund,Medium
1014,I need support with this: i want to track my package Please let me know what I need to do.,Delivery,Low
1015,I need assistance because i want a refund for my order Please let me know what I need to do.,Refund,Medium
1016,I need assistance because can you tell me the delivery status? Please resolve this.,Delivery,Low
1017,Can you help? I cannot reset my password Please let me know what I need to do.,Account Issue,Low
1018,Could you please help? When will my order be delivered? This is urgent.,Delivery,High
1019,"Please help me, My payment is still pending I need an update.",Payment Issue,High
1020,I need support with this: Money was deducted but my order was not confirmed What should I do?,Payment Issue,High
1021,I need support with this: The payment was rejected even though I have enough balance Please help me.,Payment Issue,High
1022,The website is not working What should I do?,Technical Issue,High
1023,Could you please help? My login is not working This is urgent.,Account Issue,Medium
1024,I need assistance because The application is crashing when I open it Please let me know what I need to do.,Technical Issue,High
1025,I am contacting support because i want to modify my order Can you check this for me?,Order Issue,Medium
1026,Can you help? I need help with a failed payment Can you check this for me?,Payment Issue,Medium
1027,I need support with this: I have not received my refund yet,Refund,High
1028,I need assistance because The item in my order is incorrect This is urgent.,Order Issue,Medium
1029,Could you please help? Can I change my order before it ships? Please let me know what I need to do.,Order Issue,High
1030,I need assistance because i want to cancel my order,Order Issue,High
1031,I am contacting support because I need to update my order details I need an update.,Order Issue,High
1032,I get an error when uploading a file Can you check this for me?,Technical Issue,Medium
1033,Can you help? Can you tell me the delivery status? Please help me.,Delivery,Low
1034,I need assistance because can you tell me the delivery status? Please let me know what I need to do.,Delivery,Low
1035,I need assistance because where is my order?,Delivery,High
1036,I am having trouble because I want a refund for my order Can you check this for me?,Refund,Medium
1037,Could you please help? I forgot my password Please resolve this.,Account Issue,High
1038,"Please help me, I was charged but the transaction failed This is urgent.",Payment Issue,Medium
1039,Could you please help? the product is damaged and i want a refund,Refund,Medium
1040,I am having trouble because I am unable to sign in I need an update.,Account Issue,Medium
1041,"Please help me, My card payment was declined Can you check this for me?",Payment Issue,High
1042,"Please help me, How do I change my subscription plan? Please resolve this.",Subscription,Low
1043,I am having trouble because I placed the wrong order and need help This is urgent.,Order Issue,High
1044,I need assistance because The application is very slow Please help me.,Technical Issue,High
1045,Could you please help? When will the refund be credited? This is urgent.,Refund,Medium
1046,I need assistance because My payment is still pending,Payment Issue,Medium
1047,I am contacting support because Where is my order? What should I do?,Delivery,Low
1048,I need support with this: I am seeing an error message This is urgent.,Technical Issue,Medium
1049,I need support with this: I was charged for my subscription Please resolve this.,Subscription,Low
1050,I forgot my account credentials I need an update.,Account Issue,Low
1051,I am contacting support because My card payment was declined What should I do?,Payment Issue,Medium
1052,I want to track my package What should I do?,Delivery,Medium
1053,I am contacting support because Why was I charged for the subscription? This is urgent.,Subscription,High
1054,I need support with this: The application is very slow Can you check this for me?,Technical Issue,Medium
1055,I am contacting support because I received the wrong product Can you check this for me?,Order Issue,Medium
1056,Can you tell me the delivery status? Please help me.,Delivery,Medium
1057,Can you help? i was charged twice for the same order This is urgent.,Payment Issue,Medium
1058,Could you please help? i received only part of my order This is urgent.,Order Issue,Low
1059,I need assistance because i have not received my refund yet Can you check this for me?,Refund,High
1060,Can you help? My package is delayed I need an update.,Delivery,Medium
1061,Can you help? when will my order be delivered? What should I do?,Delivery,Medium
1062,"Please help me, My subscription payment failed Can you check this for me?",Subscription,High
1063,"Please help me, My package has not arrived Please let me know what I need to do.",Delivery,Medium
1064,I am contacting support because i cannot log into my account,Account Issue,High
1065,Can you help? can you tell me the delivery status? Please resolve this.,Delivery,Low
1066,Could you please help? When will the refund be credited? I need an update.,Refund,Medium
1067,I am contacting support because My payment failed while placing the order Please resolve this.,Payment Issue,Medium
1068,I am contacting support because my login is not working Please help me.,Account Issue,High
1069,I want to renew my subscription What should I do?,Subscription,Low
1070,I need assistance because The item in my order is incorrect Can you check this for me?,Order Issue,Low
1071,I have not received my refund yet I need an update.,Refund,High
1072,I need support with this: i want to renew my subscription I need an update.,Subscription,High
1073,I am contacting support because I need help with a failed payment Please let me know what I need to do.,Payment Issue,High
1074,My shipment has not arrived yet Can you check this for me?,Delivery,Medium
1075,I need support with this: The page is not loading Please resolve this.,Technical Issue,Medium
1076,My subscription payment failed I need an update.,Subscription,Low
1077,Can you help? The expected delivery date has passed Please let me know what I need to do.,Delivery,High
1078,I need assistance because the refund amount is missing from my account,Refund,High
1079,Could you please help? I was charged twice for the same order Can you check this for me?,Payment Issue,High
1080,I am contacting support because Please help me recover my account This is urgent.,Account Issue,Medium
1081,"Please help me, I cannot reset my password Please resolve this.",Account Issue,Low
1082,I am having trouble because i placed the wrong order and need help Please let me know what I need to do.,Order Issue,High
1083,I am having trouble because when will my order be delivered? I need an update.,Delivery,Medium
1084,I need assistance because I cannot complete the checkout because of an error This is urgent.,Technical Issue,High
1085,I am contacting support because how do i change my subscription plan? What should I do?,Subscription,Low
1086,Could you please help? My package has not arrived This is urgent.,Delivery,High
1087,I am having trouble because can you tell me the delivery status? This is urgent.,Delivery,High
1088,The payment page shows an error Please resolve this.,Payment Issue,High
1089,I received the wrong product This is urgent.,Order Issue,Low
1090,Could you please help? the mobile app keeps freezing Please resolve this.,Technical Issue,Medium
1091,Could you please help? Please help me recover my account This is urgent.,Account Issue,Medium
1092,I need assistance because my account is locked I need an update.,Account Issue,Low
1093,I am contacting support because why was i charged for the subscription? Please let me know what I need to do.,Subscription,Low
1094,"Please help me, can i change my order before it ships?",Order Issue,Low
1095,I need assistance because I returned the product but have not received my money Please help me.,Refund,Medium
1096,Can you help? I received the wrong product Please help me.,Order Issue,High
1097,I need assistance because i want to track my package Can you check this for me?,Delivery,Low
1098,I am having trouble because Can I downgrade my subscription? What should I do?,Subscription,Medium
1099,Can you help? I want to track my package Please resolve this.,Delivery,High
1100,Could you please help? I want to cancel my subscription What should I do?,Subscription,Medium
1101,I am having trouble because i want a refund for my order Can you check this for me?,Refund,Medium
1102,"Please help me, my payment is still pending Please help me.",Payment Issue,Medium
1103,Could you please help? How can I change my password? This is urgent.,Account Issue,Medium
1104,I am having trouble because I was charged for my subscription I need an update.,Subscription,Low
1105,I cannot log into my account Can you check this for me?,Account Issue,High
1106,I am contacting support because I am unable to sign in Can you check this for me?,Account Issue,Low
1107,Could you please help? I returned the product but have not received my money Please resolve this.,Refund,Medium
1108,"Please help me, The payment was rejected even though I have enough balance This is urgent.",Payment Issue,High
1109,I need assistance because i want to cancel my order Can you check this for me?,Order Issue,High
1110,I need assistance because The mobile app keeps freezing I need an update.,Technical Issue,High
1111,Could you please help? i want to modify my order This is urgent.,Order Issue,Low
1112,I am having trouble because I want to cancel my subscription Can you check this for me?,Subscription,High
1113,"Please help me, why did my online payment fail? I need an update.",Payment Issue,Medium
1114,I need support with this: Can I change my order before it ships? I need an update.,Order Issue,Low
1115,Can you help? the item in my order is incorrect Please help me.,Order Issue,Medium
1116,The item in my order is incorrect This is urgent.,Order Issue,High
1117,I need support with this: my package has not arrived Can you check this for me?,Delivery,Low
1118,Could you please help? I need help with my subscription Please resolve this.,Subscription,Low
1119,I am having trouble because my order contains the wrong item What should I do?,Order Issue,Low
1120,I am having trouble because The payment was rejected even though I have enough balance What should I do?,Payment Issue,High
1121,"Please help me, Can I change my order before it ships?",Order Issue,High
1122,I am contacting support because How can I upgrade my subscription? What should I do?,Subscription,Low
1123,I need assistance because how can i upgrade my subscription? Please help me.,Subscription,Low
1124,I need assistance because My package is delayed Please help me.,Delivery,High
1125,The product is damaged and I want a refund Please resolve this.,Refund,High
1126,Could you please help? My package is delayed Please let me know what I need to do.,Delivery,Medium
1127,"Please help me, I get an error when uploading a file Please help me.",Technical Issue,Medium
1128,I am having trouble because My refund is still pending Please let me know what I need to do.,Refund,Medium
1129,"Please help me, i returned the product but have not received my money Please resolve this.",Refund,Medium
1130,I need support with this: I cannot complete the checkout because of an error Please help me.,Technical Issue,Medium
1131,Could you please help? i want to track my package Please resolve this.,Delivery,Medium
1132,"Please help me, The refund amount is missing from my account This is urgent.",Refund,Medium
1133,Can you help? i have not received my refund yet This is urgent.,Refund,Medium
1134,I need assistance because the app stopped responding Please help me.,Technical Issue,High
1135,Can you help? How can I upgrade my subscription? This is urgent.,Subscription,Low
1136,I am contacting support because the expected delivery date has passed I need an update.,Delivery,Medium
1137,I am having trouble because Why did my online payment fail? Please let me know what I need to do.,Payment Issue,Medium
1138,I am contacting support because Please provide an update on my delivery,Delivery,Low
1139,I need support with this: I need to update my order details I need an update.,Order Issue,Low
1140,"Please help me, I want to track my package",Delivery,Low
1141,My payment is still pending This is urgent.,Payment Issue,High
1142,Can you help? The refund amount is missing from my account Please resolve this.,Refund,High
1143,I am contacting support because why was i charged for the subscription? Please help me.,Subscription,Medium
1144,"Please help me, The product is damaged and I want a refund Please resolve this.",Refund,Medium
1145,I cannot access my account Please resolve this.,Account Issue,Medium
1146,"Please help me, i am unable to sign in What should I do?",Account Issue,Low
1147,I need to request a refund What should I do?,Refund,High
1148,I need assistance because i received the wrong product Please let me know what I need to do.,Order Issue,Low
1149,I am having trouble because My shipment has not arrived yet Please help me.,Delivery,Low
1150,Could you please help? When will my order be delivered? What should I do?,Delivery,Low
1151,"Please help me, My payment failed while placing the order Please resolve this.",Payment Issue,High
1152,I am having trouble because Can I downgrade my subscription? What should I do?,Subscription,Low
1153,My order was cancelled unexpectedly Can you check this for me?,Order Issue,Low
1154,My package is delayed Please resolve this.,Delivery,High
1155,"Please help me, where is my order? Please help me.",Delivery,Medium
1156,I was charged for my subscription This is urgent.,Subscription,Medium
1157,I am having trouble because The payment was rejected even though I have enough balance,Payment Issue,High
1158,Can you help? the item in my order is incorrect What should I do?,Order Issue,High
1159,I need support with this: I was charged for my subscription Can you check this for me?,Subscription,High
1160,I need support with this: Please help me recover my account,Account Issue,Low
1161,Can you help? the app stopped responding What should I do?,Technical Issue,High
1162,I am contacting support because my subscription was cancelled unexpectedly Please help me.,Subscription,Medium
1163,"Please help me, When will the refund be credited? Please let me know what I need to do.",Refund,High
1164,My order contains the wrong item Please help me.,Order Issue,High
1165,Could you please help? My order contains the wrong item I need an update.,Order Issue,Low
1166,I need assistance because When will my order be delivered? What should I do?,Delivery,High
1167,I need assistance because my subscription was cancelled unexpectedly I need an update.,Subscription,Low
1168,I forgot my account credentials,Account Issue,Medium
1169,I need assistance because the application is very slow Please resolve this.,Technical Issue,Medium
1170,I am having trouble because How can I change my password? What should I do?,Account Issue,Medium
1171,I need help with a failed payment Please help me.,Payment Issue,Medium
1172,The application is very slow,Technical Issue,Medium
1173,I need assistance because When will the refund be credited? Can you check this for me?,Refund,Medium
1174,I need support with this: the payment page shows an error Please resolve this.,Payment Issue,High
1175,I need support with this: The website is not working I need an update.,Technical Issue,High
1176,I am having trouble because my shipment has not arrived yet Please let me know what I need to do.,Delivery,Medium
1177,Could you please help? i want to track my package Please let me know what I need to do.,Delivery,Medium
1178,I need support with this: the website is not working Can you check this for me?,Technical Issue,Medium
1179,I am having trouble because i cannot complete the checkout because of an error Please resolve this.,Technical Issue,Medium
1180,Could you please help? The product is damaged and I want a refund What should I do?,Refund,High
1181,I received only part of my order This is urgent.,Order Issue,Low
1182,Can you help? Please process my refund,Refund,Medium
1183,I am having trouble because I forgot my account credentials Can you check this for me?,Account Issue,High
1184,Could you please help? My refund is still pending Please help me.,Refund,High
1185,I need assistance because I forgot my password What should I do?,Account Issue,Low
1186,My card payment was declined Please help me.,Payment Issue,High
1187,Can you help? where is my order? Can you check this for me?,Delivery,Low
1188,I need support with this: Money was deducted but my order was not confirmed I need an update.,Payment Issue,High
1189,I am having trouble because i placed the wrong order and need help Can you check this for me?,Order Issue,Medium
1190,I am contacting support because Please provide an update on my delivery I need an update.,Delivery,Medium
1191,I want to cancel my subscription,Subscription,High
1192,"Please help me, please help me recover my account I need an update.",Account Issue,High
1193,I am having trouble because My order contains the wrong item What should I do?,Order Issue,High
1194,"Please help me, My refund is still pending What should I do?",Refund,Medium
1195,Could you please help? The expected delivery date has passed,Delivery,Medium
1196,Could you please help? I received only part of my order Please help me.,Order Issue,Medium
1197,Could you please help? i cannot reset my password,Account Issue,Low
1198,"Please help me, The app stopped responding What should I do?",Technical Issue,Medium
1199,"Please help me, Can you tell me the delivery status? What should I do?",Delivery,High
1200,Can you help? I have not received my refund yet Please help me.,Refund,Medium
1201,"Please help me, the payment was rejected even though i have enough balance This is urgent.",Payment Issue,High
1202,I received the wrong product Please help me.,Order Issue,Low
1203,My package has not arrived What should I do?,Delivery,Medium
1204,I need assistance because I want a refund for my order Please help me.,Refund,Medium
1205,I am contacting support because When will my order be delivered? This is urgent.,Delivery,High
1206,"Please help me, how long will my refund take? Please help me.",Refund,Medium
1207,I need support with this: Why was I charged for the subscription? Please let me know what I need to do.,Subscription,High
1208,I need assistance because the payment page shows an error Can you check this for me?,Payment Issue,Medium
1209,Could you please help? money was deducted but my order was not confirmed Please help me.,Payment Issue,High
1210,I am contacting support because I need help with my subscription Please let me know what I need to do.,Subscription,High
1211,I am having trouble because my order was cancelled unexpectedly Can you check this for me?,Order Issue,High
1212,Could you please help? I received the wrong product What should I do?,Order Issue,High
1213,Can you help? my subscription payment failed I need an update.,Subscription,Low
1214,"Please help me, I was charged twice for the same order This is urgent.",Payment Issue,Medium
1215,"Please help me, The application is crashing when I open it Please help me.",Technical Issue,Medium
1216,I need assistance because I received the wrong product Can you check this for me?,Order Issue,Medium
1217,I am having trouble because i was charged for my subscription Can you check this for me?,Subscription,High
1218,The application is crashing when i open it Can you check this for me?,Technical Issue,Medium
1219,I need support with this: i want a refund for my order What should I do?,Refund,High
1220,I need assistance because the payment was rejected even though i have enough balance Can you check this for me?,Payment Issue,Medium
1221,Could you please help? i forgot my password This is urgent.,Account Issue,High
1222,"Please help me, i returned the product but have not received my money Can you check this for me?",Refund,Medium
1223,I am contacting support because Why was I charged for the subscription? Can you check this for me?,Subscription,Medium
1224,I get an error when uploading a file Please let me know what I need to do.,Technical Issue,High
1225,"Please help me, the website keeps crashing What should I do?",Technical Issue,High
1226,The refund amount is missing from my account,Refund,High
1227,I placed the wrong order and need help Can you check this for me?,Order Issue,Low
1228,I have not received my refund yet Please resolve this.,Refund,High
1229,Can you help? my payment failed while placing the order Please help me.,Payment Issue,Medium
1230,I need support with this: The website keeps crashing,Technical Issue,High
1231,I am contacting support because The payment was rejected even though I have enough balance Please let me know what I need to do.,Payment Issue,High
1232,I am having trouble because i placed the wrong order and need help Please resolve this.,Order Issue,Medium
1233,"Please help me, I was charged for my subscription This is urgent.",Subscription,Low
1234,"Please help me, when will the refund be credited? I need an update.",Refund,High
1235,Can you help? How long will my refund take? Please help me.,Refund,Medium
1236,I am having trouble because i get an error when uploading a file This is urgent.,Technical Issue,Medium
1237,I need assistance because I need to update my order details,Order Issue,High
1238,I am contacting support because can i downgrade my subscription? Please resolve this.,Subscription,Low
1239,I need assistance because I placed the wrong order and need help Please resolve this.,Order Issue,Medium
1240,I am contacting support because i need help with my subscription,Subscription,High
1241,I am having trouble because my account is locked Please let me know what I need to do.,Account Issue,Low
1242,Could you please help? My package is delayed Please resolve this.,Delivery,Medium
1243,I cannot reset my password This is urgent.,Account Issue,High
1244,Can you help? the payment page shows an error Please resolve this.,Payment Issue,High
1245,Please help me recover my account I need an update.,Account Issue,High
1246,I am contacting support because I want to cancel my subscription Please help me.,Subscription,High
1247,Could you please help? I forgot my password This is urgent.,Account Issue,Medium
1248,"Please help me, my payment failed while placing the order This is urgent.",Payment Issue,High
1249,"Please help me, My package is delayed Please let me know what I need to do.",Delivery,Medium
1250,I am having trouble because I received the wrong product I need an update.,Order Issue,Low
1251,I am having trouble because I want a refund for my order Please let me know what I need to do.,Refund,High
1252,I need assistance because The website is not working What should I do?,Technical Issue,Medium
1253,I need support with this: my subscription was cancelled unexpectedly What should I do?,Subscription,High
1254,My package has not arrived This is urgent.,Delivery,Low
1255,I need assistance because why was i charged for the subscription? What should I do?,Subscription,Medium
1256,"Please help me, When will the refund be credited?",Refund,High
1257,Why was I charged for the subscription? What should I do?,Subscription,High
1258,I need support with this: the application is very slow,Technical Issue,High
1259,I need assistance because The application is very slow What should I do?,Technical Issue,Medium
1260,I am having trouble because The page is not loading Please let me know what I need to do.,Technical Issue,High
1261,I am contacting support because My subscription payment failed Please help me.,Subscription,Medium
1262,"Please help me, My shipment has not arrived yet Please help me.",Delivery,Medium
1263,I need support with this: My card payment was declined Please help me.,Payment Issue,Medium
1264,"Please help me, can i change my order before it ships? What should I do?",Order Issue,High
1265,I am contacting support because The app stopped responding Please resolve this.,Technical Issue,High
1266,I need assistance because my shipment has not arrived yet I need an update.,Delivery,Medium
1267,"Please help me, the mobile app keeps freezing",Technical Issue,Medium
1268,Could you please help? My shipment has not arrived yet What should I do?,Delivery,Low
1269,I am having trouble because i want to modify my order What should I do?,Order Issue,Medium
1270,"Please help me, My payment is still pending This is urgent.",Payment Issue,Medium
1271,I am having trouble because my subscription payment failed,Subscription,Medium
1272,Can you help? My refund is still pending Can you check this for me?,Refund,High
1273,I am contacting support because The mobile app keeps freezing What should I do?,Technical Issue,Medium
1274,"Please help me, The website keeps crashing Can you check this for me?",Technical Issue,Medium
1275,I cannot complete the checkout because of an error Please resolve this.,Technical Issue,High
1276,I need support with this: money was deducted but my order was not confirmed What should I do?,Payment Issue,Medium
1277,I am contacting support because I want a refund for my order Can you check this for me?,Refund,Medium
1278,I need support with this: I want to cancel my subscription,Subscription,Medium
1279,The app stopped responding I need an update.,Technical Issue,Medium
1280,I need assistance because The payment page shows an error Can you check this for me?,Payment Issue,High
1281,"Please help me, The payment was rejected even though I have enough balance What should I do?",Payment Issue,Medium
1282,I am having trouble because I forgot my password I need an update.,Account Issue,Medium
1283,I am contacting support because My subscription payment failed This is urgent.,Subscription,Medium
1284,Can you help? My payment is still pending I need an update.,Payment Issue,High
1285,"Please help me, I was charged for my subscription Can you check this for me?",Subscription,High
1286,I am contacting support because the application is very slow I need an update.,Technical Issue,High
1287,How do i change my subscription plan? What should I do?,Subscription,Medium
1288,"Please help me, I was charged but the transaction failed This is urgent.",Payment Issue,High
1289,I need assistance because I want to modify my order Please resolve this.,Order Issue,Medium
1290,Could you please help? I was charged for my subscription This is urgent.,Subscription,Low
1291,"Please help me, I want to modify my order What should I do?",Order Issue,Low
1292,I need support with this: I need to request a refund Please let me know what I need to do.,Refund,High
1293,Can you help? I cannot reset my password This is urgent.,Account Issue,Low
1294,I need support with this: I want to modify my order Can you check this for me?,Order Issue,High
1295,I am contacting support because how can i upgrade my subscription? This is urgent.,Subscription,Low
1296,Can you help? My order contains the wrong item I need an update.,Order Issue,High
1297,I need assistance because Why was I charged for the subscription? What should I do?,Subscription,Medium
1298,Could you please help? I want a refund for my order I need an update.,Refund,Medium
